country,sattype,satpurpose,satid
United Arab Emirates,Military,Earth Observation,47226
USA,Military/Civil,Technology Development,30776
USA,Military/Civil,Technology Development,43815
USA,Military/Civil,Technology Development,44347
USA,Military/Civil,Technology Development,45610
United Kingdom,Commercial,Platform,48924
USA,Military/Civil,Technology Development,37227
China,Commercial,Technology Development,43192
China,Government,Technology Development,38998
China,Government,Earth Observation,38049
China,Government,Earth Observation,40367
China,Government,Earth Observation,43491
China,Government,Earth Observation,37214
China,Government,Earth Observation,39260
China,Government,Earth Observation,43010
China,Government,Earth Observation,49008
China,Government,Earth Observation,41882
China,Government,Earth Observation,48808
USA,Government,Space Science,33053
USA,Military,Earth Observation,37162
USA,Military,Earth Observation,38109
USA,Military,Earth Observation,39462
USA,Military,Earth Observation,41334
USA,Military,Earth Observation,43145
Germany,Civil,Earth Observation/Space Science,42831
USA,Military,Communications,20253
Taiwan,Government,Earth Observation,42920
USA,Government,Earth Observation,24920
China,Government,Technology Development,48250
USA,Civil,Communications,43770
ESA,Government,Earth Observation,46292
ESA,Government,Earth Observation,46293
Netherlands,Civil,Communications,39444
USA,Commercial,Communications,26038
USA,Commercial,Communications,27715
USA/Japan,Commercial,Communications,27954
USA,Commercial,Communications,28790
USA,Commercial,Communications,28884
USA,Commercial,Communications,29236
USA,Commercial,Communications,31307
USA,Commercial,Communications,32951
USA,Commercial,Communications,33376
USA,Commercial,Communications,24812
USA,Commercial,Communications,28702
USA,Commercial,Communications,46114
USA,Commercial,Communications,54026
USA,Commercial,Communications,54027
USA,Commercial,Communications,27445
ESA,Commercial,Navigation/Global Positioning,40128
ESA,Commercial,Navigation/Global Positioning,41549
ESA,Commercial,Navigation/Global Positioning,41550
ESA,Commercial,Navigation/Global Positioning,41860
ESA,Commercial,Navigation/Global Positioning,41861
ESA,Commercial,Navigation/Global Positioning,41862
ESA,Commercial,Navigation/Global Positioning,43055
ESA,Commercial,Navigation/Global Positioning,43056
ESA,Commercial,Navigation/Global Positioning,43057
ESA,Commercial,Navigation/Global Positioning,43058
ESA,Commercial,Navigation/Global Positioning,43566
ESA,Commercial,Navigation/Global Positioning,40129
ESA,Commercial,Navigation/Global Positioning,43567
ESA,Commercial,Navigation/Global Positioning,43564
ESA,Commercial,Navigation/Global Positioning,43565
ESA,Commercial,Navigation/Global Positioning,49809
ESA,Commercial,Navigation/Global Positioning,49810
ESA,Commercial,Navigation/Global Positioning,40544
ESA,Commercial,Navigation/Global Positioning,40545
ESA,Commercial,Navigation/Global Positioning,40889
ESA,Commercial,Navigation/Global Positioning,40890
ESA,Commercial,Navigation/Global Positioning,41859
ESA,Commercial,Navigation/Global Positioning,41175
ESA,Commercial,Navigation/Global Positioning,41174
ESA,Commercial,Navigation/Global Positioning,37847
ESA,Commercial,Navigation/Global Positioning,37846
ESA,Commercial,Navigation/Global Positioning,38857
ESA,Commercial,Navigation/Global Positioning,38858
France,Commercial,Technology Development,55084
China,Government,Earth Observation,39150
China,Government,Earth Observation,43259
China,Government,Earth Observation,43260
China,Government,Earth Observation,43262
China,Government,Earth Observation,43461
China,Government,Earth Observation,43484
China,Government,Earth Observation,44622
China,Government,Earth Observation,43585
China,Government,Earth Observation,46396
China,Government,Earth Observation,49492
China,Government,Earth Observation,44819
China,Government,Earth Observation,48079
China,Government,Earth Observation,52912
China,Government,Earth Observation,46610
China,Government,Earth Observation,55912
China,Government,Earth Observation,47231
China,Government,Earth Observation,40118
China,Government,Earth Observation,41727
China,Government,Earth Observation,49495
China,Government,Earth Observation,52200
China,Government,Earth Observation,41194
China,Government,Earth Observation,49122
China,Government,Earth Observation,44703
China,Military,Earth Observation,40701
China,Government,Earth Observation,40894
China,Government,Earth Observation,45625
China,Government,Earth Observation,45794
China,Government,Earth Observation,46025
China,Government,Earth Observation,46232
China,Government,Earth Observation,45856
Russia,Military,Communications,41121
Denmark,Commercial,Technology Development,39430
Japan,Government,Earth Observation,43065
USA,Military/Commercial,Communications,51097
USA,Government,Technology Development,40657
China,Government,Space Science,47234
China,Government,Space Science,47235
China,Commercial,Earth Observation/Navigation,52785
China,Commercial,Earth Observation/Navigation,52786
China,Commercial,Earth Observation/Navigation,52787
China,Commercial,Earth Observation/Navigation,52788
China,Commercial,Earth Observation/Navigation,52789
China,Commercial,Earth Observation/Navigation,52790
China,Commercial,Earth Observation/Navigation,52791
China,Commercial,Earth Observation/Navigation,52792
China,Commercial,Earth Observation/Navigation,52793
USA,Commercial,Technology Development,29252
USA,Commercial,Technology Development,31789
Russia,Military,Earth Science,41579
Russia,Military,Earth Science,44517
South Korea,Government,Earth Observation,43823
South Korea,Government,Earth Observation,45246
USA,Government/Commercial,Earth Observation,33331
Multinational,Government,Space Science,22049
United Arab Emirates,Government,Earth Observation,48962
Canada,Commercial,Earth Science,46278
Canada,Commercial,Earth Science,47509
Canada,Commercial,Earth Science,56204
Canada,Commercial,Earth Science,56209
Canada,Commercial,Earth Science,56186
Canada,Commercial,Earth Science,41602
USA,Commercial,Earth Observation,56195
USA,Commercial,Earth Observation,56197
USA/Japan,Government,Earth Observation,38337
USA,Commercial,Communications,52888
USA,Commercial,Communications,25652
USA,Commercial,Communications,31571
USA,Commercial,Communications,32265
USA,Commercial,Communications,32263
USA,Commercial,Communications,31573
USA,Commercial,Communications,32264
USA,Commercial,Communications,31576
USA,Commercial,Communications,31574
USA,Commercial,Communications,37193
USA,Commercial,Communications,37189
USA,Commercial,Communications,37192
USA,Commercial,Communications,37190
USA,Commercial,Communications,37191
USA,Commercial,Communications,39076
USA,Commercial,Communications,37188
USA,Commercial,Communications,38041
USA,Commercial,Communications,37743
USA,Commercial,Communications,38042
USA,Commercial,Communications,37739
USA,Commercial,Communications,38040
USA,Commercial,Communications,37742
USA,Commercial,Communications,38045
USA,Commercial,Communications,37740
USA,Commercial,Communications,37744
USA,Commercial,Communications,38044
USA,Commercial,Communications,37741
USA,Commercial,Communications,38043
USA,Commercial,Communications,39073
USA,Commercial,Communications,39074
USA,Commercial,Communications,39077
USA,Commercial,Communications,39075
USA,Commercial,Communications,39072
Russia,Military/Commercial,Navigation/Global Positioning,54031
Russia,Military/Commercial,Navigation/Global Positioning,37372
Russia,Military/Commercial,Navigation/Global Positioning,40315
Russia,Military/Commercial,Navigation/Global Positioning,46805
Russia,Military/Commercial,Navigation/Global Positioning,52984
Russia,Military/Commercial,Navigation/Global Positioning,29670
Russia,Military/Commercial,Navigation/Global Positioning,29671
Russia,Military/Commercial,Navigation/Global Positioning,32276
Russia,Military/Commercial,Navigation/Global Positioning,32275
Russia,Military/Commercial,Navigation/Global Positioning,32393
Russia,Military/Commercial,Navigation/Global Positioning,32395
Russia,Military/Commercial,Navigation/Global Positioning,36111
Russia,Military/Commercial,Navigation/Global Positioning,36400
Russia,Military/Commercial,Navigation/Global Positioning,36402
Russia,Military/Commercial,Navigation/Global Positioning,36112
Russia,Military/Commercial,Navigation/Global Positioning,36401
Russia,Military/Commercial,Navigation/Global Positioning,37139
Russia,Military/Commercial,Navigation/Global Positioning,37867
Russia,Military/Commercial,Navigation/Global Positioning,37868
Russia,Military/Commercial,Navigation/Global Positioning,37869
Russia,Military/Commercial,Navigation/Global Positioning,39155
Russia,Military/Commercial,Navigation/Global Positioning,41330
Russia,Military/Commercial,Navigation/Global Positioning,42939
Russia,Military/Commercial,Navigation/Global Positioning,41554
Russia,Military/Commercial,Navigation/Global Positioning,40001
Russia,Military/Commercial,Navigation/Global Positioning,43508
Russia,Military/Commercial,Navigation/Global Positioning,43687
Russia,Military/Commercial,Navigation/Global Positioning,44299
Russia,Military/Commercial,Navigation/Global Positioning,44850
Russia,Military/Commercial,Navigation/Global Positioning,45358
Germany,Commercial,Communications,47346
USA,Commercial,Earth Science,46266
USA,Commercial,Earth Science,48910
USA,Commercial,Earth Science,52158
USA,Military,Earth Observation,29155
USA,Government,Earth Observation,35491
USA,Government,Earth Observation,36411
USA,Government,Earth Observation,41866
USA,Government,Earth Observation,43226
USA,Government,Earth Observation,51850
Turkey,Military,Earth Observation,41875
Turkey,Military,Earth Observation,39030
Denmark,Military,Earth Observation,43197
Denmark,Government,Technology Development,43196
Russia,Commercial,Communications,40552
Russia,Commercial,Communications,40553
Russia,Commercial,Communications,40554
Russia,Commercial,Communications,39249
Russia,Commercial,Communications,39250
Russia,Commercial,Communications,39251
Russia,Commercial,Communications,40061
Russia,Commercial,Communications,40062
Russia,Commercial,Communications,40063
Russia,Commercial,Communications,44905
Russia,Commercial,Communications,44906
Russia,Commercial,Communications,44907
Russia,Commercial,Communications,46486
Russia,Commercial,Communications,46487
Russia,Commercial,Communications,46488
Russia,Commercial,Communications,47227
Russia,Commercial,Communications,47228
Russia,Commercial,Communications,47229
Japan,Government,Earth Observation,43672
